City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,surgut,61.25,73.4167,268.25,100,100,5.0,RU,1732929273
362,bundaberg north,-24.8551,152.3425,301.32,62,100,4.71,AU,1732929274
363,kuta,-8.7233,115.1723,300.12,100,75,2.57,ID,1732929109
364,puducherry,11.9333,79.8167,296.89,88,100,10.55,IN,1732929276
365,ginir,7.1333,40.7,285.73,39,8,2.62,ET,1732929278
366,hell-ville,-13.4,48.2667,298.48,86,100,4.71,MG,1732929279
367,vilyuchinsk,52.9306,158.4028,274.3,95,100,2.99,RU,1732929280
368,kermit,31.8576,-103.0927,282.06,34,0,2.06,US,1732929281
369,mount pearl,47.5166,-52.7813,278.96,96,100,5.66,CA,1732929282
370,mount gambier,-37.8333,140.7667,290.86,98,100,1.54,AU,1732929283
371,west lafayette,40.4259,-86.9081,267.16,70,40,3.6,US,1732929284
372,swellendam,-34.0226,20.4417,288.89,84,7,1.41,ZA,1732929285
373,grand falls-windsor,48.9332,-55.6649,277.87,93,100,2.24,CA,1732929286
374,hadibu,12.65,54.0333,298.05,74,94,4.73,YE,1732929287
375,east end,34.5507,-92.341,277.2,73,0,0.6,US,1732929289
376,katerero,-1.4,31.7333,290.04,92,91,1.91,TZ,1732929290
377,horta,38.5333,-28.6333,288.72,74,100,3.13,PT,1732929291
378,farah,32.5,62.5,283.15,62,0,1.65,AF,1732929292
379,nova olinda do norte,-3.8881,-59.0942,302.41,45,59,1.12,BR,1732929293
380,dondo,-19.6094,34.7431,298.88,74,52,3.08,MZ,1732929294
381,lewistown,40.5992,-77.5714,272.13,85,0,4.12,US,1732929018
382,laascaanood,8.4774,47.3597,293.1,69,3,1.47,SO,1732929204
383,richards bay,-28.783,32.0377,291.45,82,58,1.93,ZA,1732929297
384,hovd,48.0056,91.6419,259.98,72,95,0.3,MN,1732929298
385,acapulco de juarez,16.8634,-99.8901,301.05,78,20,1.54,MX,1732929241
386,timimoun,29.2639,0.231,290.22,35,75,3.33,DZ,1732929302
387,juye,35.3947,116.0883,281.05,45,100,3.28,CN,1732929303
388,inarajan village,13.2736,144.7484,303.37,86,97,7.75,GU,1732929304
389,salinopolis,-0.6136,-47.3561,300.09,78,13,5.54,BR,1732929305
390,kualakapuas,-3.0091,114.3876,301.33,77,72,1.85,ID,1732929306
391,yazman,29.1212,71.7446,290.73,25,8,3.35,PK,1732929307
392,orlovskiy,46.8714,42.0592,271.44,85,19,3.09,RU,1732929308
393,san andres,12.5847,-81.7006,300.16,89,20,1.03,CO,1732929309
394,peniche,39.3558,-9.3811,291.04,95,100,3.97,PT,1732929311
395,georgetown,5.4112,100.3354,300.11,82,20,2.06,MY,1732929037
396,taulaga,-11.0553,-171.0883,301.61,72,20,6.74,AS,1732929314
397,gandai,21.6667,81.1,288.26,47,100,2.82,IN,1732929315
398,maxixe,-23.8597,35.3472,292.72,75,1,2.95,MZ,1732929316
399,ubari,26.5921,12.7805,284.65,50,7,2.4,LY,1732929317
400,north bend,43.4065,-124.2243,278.29,87,0,1.54,US,1732929318
401,khandyga,62.6667,135.6,253.14,98,100,0.63,RU,1732929319
402,kalifornsky,60.4183,-151.29,259.32,84,0,1.54,US,1732929321
403,yangon,16.8053,96.1561,297.13,94,40,1.03,MM,1732929322
404,eyl,7.9803,49.8164,297.28,72,0,7.4,SO,1732929323
405,kasongo-lunda,-6.4667,16.8167,294.82,93,97,0.19,CD,1732929324
406,mil'kovo,55.6078,37.7956,274.06,75,100,3.08,RU,1732929325
407,kanniyakumari,8.0833,77.5667,299.88,81,100,7.81,IN,1732929326
408,hami,42.8,93.45,268.63,79,0,1.82,CN,1732929327
409,rangapara,26.8167,92.65,286.49,69,0,2.42,IN,1732929328
410,ugoofaaru,5.6667,73.0,300.26,82,100,5.59,MV,1732929330
411,puerto baquerizo moreno,-0.9,-89.6,294.24,80,98,5.01,EC,1732929331
412,sitangkai,4.6628,119.3928,300.77,81,95,6.29,PH,1732929332
413,champoton,19.35,-90.7167,298.35,79,0,4.52,MX,1732929333
414,huarmey,-10.0681,-78.1522,293.43,88,100,3.23,PE,1732929334
415,katsuura,35.1333,140.3,286.07,60,0,6.67,JP,1732929335
416,karratha,-20.7377,116.8463,302.86,52,1,5.64,AU,1732929337
417,alindao,5.0267,21.2088,294.87,49,100,1.0,CF,1732929338
418,milagres,-7.3133,-38.9456,301.52,34,64,0.87,BR,1732929340
419,nova sintra,14.8667,-24.7167,299.32,72,4,5.96,CV,1732929342
420,bodaybo,57.8506,114.1933,244.35,100,100,0.72,RU,1732929343
421,banda aceh,5.5577,95.3222,299.55,83,58,3.38,ID,1732929344
422,poronaysk,49.2167,143.1167,273.32,69,39,6.63,RU,1732929345
423,santa vitoria do palmar,-33.5189,-53.3681,293.2,74,83,5.11,BR,1732929346
424,tsiombe,-25.3,45.4833,293.47,65,5,1.2,MG,1732929347
425,port hedland,-20.3167,118.5667,306.18,52,4,6.17,AU,1732929348
426,sungai raya,0.7,108.9,299.18,84,100,1.54,ID,1732929350
427,ivdel',60.6911,60.4206,269.34,95,99,2.41,RU,1732929102
428,dzerzhinskoye,56.8344,95.2283,259.36,97,45,1.23,RU,1732929353
429,peebles,55.6519,-3.1888,285.36,88,100,1.79,GB,1732929356
430,natchitoches,31.7668,-93.1335,278.77,48,98,2.77,US,1732929297
431,vila franca do campo,37.7167,-25.4333,291.42,99,90,4.9,PT,1732929359
432,zimovniki,47.1483,42.4633,271.64,81,12,2.84,RU,1732929360
433,troitsk,54.0979,61.5773,262.83,94,84,1.08,RU,1732929361
434,semera,11.501,41.201,297.24,48,6,3.4,ET,1732929362
435,ghat,24.9647,10.1728,287.6,27,100,2.22,LY,1732929363
436,yichang,30.7144,111.2847,284.63,54,7,1.29,CN,1732929364
437,zhob,31.3411,69.4481,281.99,53,5,1.05,PK,1732929365
438,isangel,-19.55,169.2667,301.21,78,75,3.09,VU,1732929366
439,santa ana,33.7456,-117.8678,294.34,32,75,2.57,US,1732929360
440,bichura,50.5881,107.6022,260.91,93,62,1.24,RU,1732929368
441,podporozh'ye,60.9112,34.1706,275.02,84,82,4.66,RU,1732929370
442,miajadas,39.1513,-5.9084,285.52,79,100,1.38,ES,1732929371
443,brookings,44.3114,-96.7984,258.4,80,8,2.42,US,1732929319
444,nelson bay,-32.7167,152.15,300.42,75,100,1.79,AU,1732929373
445,island harbour,50.724,-1.2758,285.92,72,63,1.34,GB,1732929374
446,guapi,2.5708,-77.8854,297.19,93,99,1.32,CO,1732929375
447,lydenburg,-25.0978,30.4597,282.34,93,5,1.18,ZA,1732929376
448,rawah,34.4816,41.9093,282.31,51,6,1.25,IQ,1732929377
449,las trojes,14.0667,-85.9833,293.21,86,6,1.21,HN,1732929379
450,kupang,-10.1667,123.5833,304.47,79,40,1.54,ID,1732929380
451,cockburn town,21.4612,-71.1419,300.39,84,100,4.52,TC,1732929128
452,kolonia town,6.964,158.206,305.21,70,75,7.2,FM,1732929382
453,aasiaat,68.7098,-52.8699,256.49,98,94,2.1,GL,1732929139
454,sisimiut,66.9395,-53.6735,262.91,89,90,3.69,GL,1732929384
455,tenno,39.9,139.9667,279.6,68,100,13.69,JP,1732929385
456,geraldton,-28.7667,114.6,303.38,51,100,7.72,AU,1732929386
457,dongola,19.1667,30.4833,287.7,46,0,4.73,SD,1732929387
458,muynoq,43.7683,59.0214,279.63,79,82,3.0,UZ,1732929388
459,tayoltita,24.0833,-105.9333,294.07,64,32,1.96,MX,1732929390
460,naryn,41.4287,75.9911,266.09,57,100,2.84,KG,1732929391
461,coahuayana de hidalgo,18.7,-103.6583,298.15,82,87,0.65,MX,1732929392
462,jinxiang,27.4327,120.6062,285.35,60,0,1.63,CN,1732929393
463,hilo,19.7297,-155.09,298.2,79,100,3.09,US,1732929395
464,fortaleza,-3.7227,-38.5247,300.49,78,20,4.63,BR,1732929037
465,dolbeau-mistassini,48.8763,-72.212,269.41,92,100,1.33,CA,1732929397
466,iquique,-20.2208,-70.1431,292.45,78,47,0.65,CL,1732929238
467,prado,-17.3411,-39.2208,298.44,87,100,6.87,BR,1732929399
468,tefe,-3.3542,-64.7114,303.56,42,84,0.88,BR,1732929196
469,quellon,-43.1167,-73.6167,282.87,90,0,3.62,CL,1732929402
470,berezovskiy,55.6,86.2,267.35,96,100,1.24,RU,1732929403
471,taoudenni,22.6783,-3.9836,292.18,21,3,4.87,ML,1732929404
472,monopoli,40.9559,17.2896,285.42,58,5,11.52,IT,1732929376
473,yinchuan,38.4681,106.2731,274.57,35,100,1.25,CN,1732929406
474,rikaze,29.25,88.8833,268.63,21,0,0.87,CN,1732929407
475,knyaze-volkonskoye,48.4642,135.4567,264.34,89,100,3.17,RU,1732929408
476,aleksandrov gay,50.147,48.5704,271.14,90,92,3.84,RU,1732929409
477,isla vista,34.4133,-119.861,290.83,60,0,2.06,US,1732929410
478,gerede,40.8008,32.1969,269.14,89,53,2.76,TR,1732929412
479,wellington,-41.2866,174.7756,289.96,63,18,7.72,NZ,1732929413
480,casablanca,33.5928,-7.6192,293.89,60,3,1.79,MA,1732929414
481,shimoda,34.6667,138.95,284.2,67,4,11.33,JP,1732929415
482,mariental,-24.6333,17.9667,295.19,11,0,4.25,NA,1732929416
483,morehead city,34.7229,-76.726,282.04,78,0,0.89,US,1732929418
484,new castle,41.0037,-80.347,271.09,80,100,4.12,US,1732929419
485,plastun,44.7561,136.2939,269.11,45,0,4.1,RU,1732929420
486,makaha,21.4694,-158.2175,300.1,65,100,4.63,US,1732929424
487,sao benedito do rio preto,-3.3336,-43.5283,297.9,84,11,2.72,BR,1732929425
488,smiths station,32.5401,-85.0985,278.6,74,0,4.31,US,1732929426
489,belem de sao francisco,-8.7539,-38.9658,301.63,44,8,10.24,BR,1732929427
490,tomatlan,19.9333,-105.25,295.85,85,7,0.85,MX,1732929428
491,choyr,46.3611,108.3611,267.21,79,4,1.01,MN,1732929429
492,heyuan,23.7333,114.6833,287.25,46,10,1.64,CN,1732929430
493,phan thiet,10.9333,108.1,298.22,69,99,1.42,VN,1732929431
494,arraial do cabo,-22.9661,-42.0278,295.98,95,100,4.66,BR,1732929404
495,morant bay,17.8815,-76.4093,299.31,86,100,3.72,JM,1732929434
496,vila velha,-20.3297,-40.2925,300.34,86,0,4.63,BR,1732929276
497,daru,-9.0763,143.2092,304.46,65,100,2.09,PG,1732929436
498,monmouth,40.3001,-74.1663,275.87,57,75,6.17,US,1732929437
499,itoman,26.1247,127.6694,293.37,52,75,6.69,JP,1732929438
500,nova vicosa,-17.8919,-39.3719,298.57,86,97,6.07,BR,1732929440
501,naze,28.3667,129.4833,291.66,61,61,5.2,JP,1732929441
502,divnomorskoye,44.5011,38.1353,278.98,73,9,2.76,RU,1732929442
503,kapa'a,22.0752,-159.319,299.33,77,75,6.17,US,1732929443
504,pacific grove,36.6177,-121.9166,288.52,79,100,1.34,US,1732929333
505,byron bay,-28.65,153.6167,297.15,90,100,6.13,AU,1732929446
506,marand,38.4329,45.7749,273.92,58,100,0.89,IR,1732929447
507,chopda,21.25,75.3,288.14,48,7,1.6,IN,1732929448
508,tangalle,6.024,80.7911,298.3,88,97,4.86,LK,1732929450
509,bel ombre,-4.6167,55.4167,299.06,89,40,1.03,SC,1732929451
510,swakopmund,-22.6833,14.5333,289.25,84,0,0.45,NA,1732929182
511,leticia,-4.2153,-69.9406,298.72,100,40,1.79,CO,1732929453
512,santa fe,-31.6333,-60.7,296.48,71,100,3.58,AR,1732929193
513,tual,-5.6667,132.75,302.5,72,100,4.11,ID,1732929455
514,namdrik,5.5994,168.1028,299.32,86,100,9.4,MH,1732929456
515,sale,34.0389,-6.8166,285.53,100,7,0.0,MA,1732929457
516,el calafate,-50.3408,-72.2768,283.99,68,100,5.13,AR,1732929278
517,yuzhno-kurilsk,44.0306,145.8556,275.34,59,100,3.58,RU,1732929459
518,barra da estiva,-13.6261,-41.3269,295.15,64,99,0.6,BR,1732929460
519,luderitz,-26.6481,15.1594,291.63,55,0,8.12,NA,1732929461
520,tsengel,49.4783,100.8894,262.27,59,88,2.32,MN,1732929463
521,butembo,0.15,29.2833,286.57,98,9,0.78,CD,1732929464
522,sao felix do xingu,-6.6447,-51.995,299.44,65,38,0.67,BR,1732929465
523,saint-florentin,48.0006,3.7249,274.44,85,8,1.16,FR,1732929466
524,namtsy,62.7161,129.6658,254.71,94,100,3.79,RU,1732929227
525,haiku-pauwela,20.9219,-156.3051,298.83,70,75,11.62,US,1732929468
526,leh,34.1667,77.5833,264.82,46,100,1.5,IN,1732929469
527,yerofey pavlovich,53.9667,121.9667,253.11,90,5,1.84,RU,1732929470
528,northam,51.0333,-4.2167,286.27,96,100,5.25,GB,1732929471
529,harrismith,-28.2728,29.1295,281.26,94,67,1.9,ZA,1732929473
530,nantucket,41.2835,-70.0995,280.21,61,100,6.29,US,1732929474
531,leua,48.2156,18.6071,275.04,87,8,2.47,SK,1732929475
532,eastham,41.8301,-69.9739,277.56,71,100,0.45,US,1732929476
533,banamba,13.55,-7.45,292.01,22,0,3.5,ML,1732929477
534,the pas,53.8251,-101.2541,258.16,85,100,6.69,CA,1732929389
535,jackson,42.4165,-122.8345,273.08,93,100,1.54,US,1732929062
536,severo-yeniseyskiy,60.3725,93.0408,250.73,100,66,0.97,RU,1732929427
537,tonghua,41.7201,125.9219,266.04,91,92,1.31,CN,1732929481
538,rong kwang,18.339,100.3174,294.51,78,100,0.69,TH,1732929482
539,abepura,-2.6333,140.5833,303.6,74,20,1.54,ID,1732929484
540,yarmouth,41.7057,-70.2286,277.18,74,100,1.34,US,1732929485
541,sao jose da coroa grande,-8.8978,-35.1478,298.31,77,73,4.57,BR,1732929486
542,west salem,43.8991,-91.0813,265.97,66,0,5.14,US,1732929487
543,al kharijah,25.4514,30.5464,285.83,68,0,2.9,EG,1732929373
544,luganville,-15.5333,167.1667,301.97,73,45,3.65,VU,1732929489
545,karasuk,53.7377,78.0403,253.25,100,15,1.55,RU,1732929490
546,shalqar,47.8333,59.6,271.77,57,100,2.82,KZ,1732929491
547,bougouni,11.417,-7.479,293.36,28,0,2.34,ML,1732929492
548,mournies,35.4764,24.0092,287.37,82,40,0.0,GR,1732929493
549,cantanhede,-3.6333,-44.3767,298.61,78,3,2.93,BR,1732929495
550,luza,60.6308,47.2512,273.37,95,100,4.65,RU,1732929496
551,recani,31.2846,-4.2688,289.32,35,80,2.28,MA,1732929497
552,new norfolk,-42.7826,147.0587,290.33,82,100,1.4,AU,1732929498
553,jolo,6.05,121.0167,302.72,72,90,1.22,PH,1732929499
554,tagta,41.6504,59.9164,280.12,100,100,3.09,TM,1732929500
555,ixtapa,20.7,-105.2,298.72,78,40,2.57,MX,1732929501
556,san patricio,28.017,-97.5169,287.12,37,94,2.76,US,1732929502
557,okha,53.5739,142.9478,273.19,85,100,5.12,RU,1732929503
558,ljusdal,61.8288,16.0913,269.63,97,100,1.33,SE,1732929504
559,patti,31.2808,74.8572,287.05,28,6,1.21,IN,1732929505
560,vetluzhskiy,58.3902,45.4654,273.17,89,100,3.94,RU,1732929507
561,san julian,21.0167,-102.1667,291.42,20,44,2.24,MX,1732929508
562,dawei,14.0833,98.2,295.8,67,41,2.62,MM,1732929509
563,freetown,8.484,-13.2299,299.99,69,0,1.54,SL,1732929510
564,wucheng,29.6008,118.175,283.49,51,0,0.39,CN,1732929511
565,agbabu,6.5886,4.8343,295.72,69,100,1.22,NG,1732929512
566,peterhead,57.5058,-1.7981,282.62,91,100,10.24,GB,1732929513
567,yoloten,37.2989,62.3597,280.18,74,34,3.0,TM,1732929514
568,bocas del toro,9.3333,-82.25,299.4,85,100,5.07,PA,1732929515
569,lulea,65.5842,22.1547,266.19,79,86,1.54,SE,1732929516
570,montepuez,-13.1256,38.9997,294.78,92,100,1.81,MZ,1732929518
571,adi keyh,14.8444,39.3772,286.9,79,43,1.82,ER,1732929520
572,villa gesell,-37.2639,-56.973,288.59,76,0,6.29,AR,1732929489
573,kuanda,56.3161,116.0806,246.88,96,63,0.39,RU,1732929522
574,kalmunai,7.4167,81.8167,298.49,88,72,2.3,LK,1732929523
575,monzon,41.9108,0.1941,283.1,67,12,0.71,ES,1732929524
576,maiyama,12.0841,4.3677,291.49,26,7,4.88,NG,1732929525
577,spring creek,40.7266,-115.5859,271.97,53,0,2.47,US,1732929526
578,celestun,20.8667,-90.4,297.93,82,20,4.4,MX,1732929527
579,laracha,43.2537,-8.5854,287.48,89,0,3.6,ES,1732929528
580,argostolion,38.1811,20.489,286.34,63,100,2.41,GR,1732929530
581,san juan de miraflores,-12.1629,-76.9635,294.36,80,100,3.01,PE,1732929484
582,revda,56.801,59.9303,268.75,90,99,5.25,RU,1732929532
583,novodvinsk,64.4165,40.8122,273.01,83,100,4.43,RU,1732929533
584,bridgewater,44.3835,-64.5155,276.97,87,100,3.6,CA,1732929534
585,hastings,50.8552,0.5729,282.01,45,85,6.33,GB,1732929535
586,kidal,18.4411,1.4078,290.78,17,0,4.11,ML,1732929536
587,kapuskasing,49.4169,-82.4331,269.2,93,100,5.66,CA,1732929537
588,nakama,33.8167,130.7,286.56,59,92,1.79,JP,1732929538
589,harper,4.375,-7.7169,298.93,84,73,4.11,LR,1732929539
590,gokwe,-18.2048,28.9349,290.55,76,38,4.99,ZW,1732929541
591,whistler,50.1164,-122.9695,272.95,97,100,2.14,CA,1732929542
592,malango,-2.9627,119.9001,298.48,81,80,0.98,ID,1732929543
593,tegina,10.0706,6.1906,293.72,31,46,2.8,NG,1732929265
594,chul'man,56.8479,124.9104,251.91,95,100,4.23,RU,1732929545
